"NAICS","NAICS Index Item","Source","Revision"
"114210","Game retreats","NAICS MANUAL",""
"114210","Hunting preserves","NAICS MANUAL",""
"115111","Cotton ginning","NAICS MANUAL",""
"115111","Ginning cotton","NAICS MANUAL",""
"115112","Aerial crop dusting or spraying (i.e., using specialized or dedicated aircraft)","2017 ADD",""
"115112","Bracing of orchard trees and vines","NAICS MANUAL",""
"115112","Chemical treatment of soil for crops","NAICS MANUAL",""
"115112","Citrus grove cultivation services","NAICS MANUAL",""
"115112","Crop dusting","NAICS MANUAL",""
"115112","Crop spraying","NAICS MANUAL",""
"115112","Cultivation services","NAICS MANUAL",""
"115112","Detasseling corn","NAICS MANUAL",""
"115112","Disease control for crops","NAICS MANUAL",""
"115112","Dusting crops","NAICS MANUAL",""
"115112","Entomological service, agricultural","NAICS MANUAL",""
"115112","Fertilizer application for crops","NAICS MANUAL",""
"115112","Hoeing","NAICS MANUAL",""
"115112","Insect control for crops","NAICS MANUAL",""
"115112","Orchard cultivation services (e.g., bracing, planting, pruning, removal, spraying, surgery)","NAICS MANUAL",""
"115112","Pest control services, agricultural","NAICS MANUAL",""
"115112","Planting crops","NAICS MANUAL",""
"115112","Plowing","NAICS MANUAL",""
"115112","Pollinating","NAICS MANUAL",""
"115112","Pruning of orchard trees and vines","NAICS MANUAL",""
"115112","Seed bed preparing","NAICS MANUAL",""
"115112","Seeding crops","NAICS MANUAL",""
"115112","Spraying crops","NAICS MANUAL",""
"115112","Spreading lime for crops","NAICS MANUAL",""
"115112","Surgery on trees and vines","NAICS MANUAL",""
"115112","Thinning of crops, mechanical and chemical","NAICS MANUAL",""
"115112","Transplanting services","NAICS MANUAL",""
"115112","Vineyard cultivation services","NAICS MANUAL",""
"115112","Weed control services for crops","NAICS MANUAL",""
"115113","Berries, machine harvesting","NAICS MANUAL",""
"115113","Chopping and silo filling","NAICS MANUAL",""
"115113","Combining, agricultural","NAICS MANUAL",""
"115113","Cotton, machine harvesting","NAICS MANUAL",""
"115113","Fruit, machine harvesting","NAICS MANUAL",""
"115113","Grain, machine harvesting","NAICS MANUAL",""
"115113","Hay mowing, raking, baling, and chopping","NAICS MANUAL",""
"115113","Nuts, machine harvesting","NAICS MANUAL",""
"115113","Peanut, machine harvesting","NAICS MANUAL",""
"115113","Sugar beets, machine harvesting","NAICS MANUAL",""
"115113","Sugarcane, machine harvesting","NAICS MANUAL",""
"115113","Threshing service","NAICS MANUAL",""
"115113","Vegetables, machine harvesting","NAICS MANUAL",""
"115114","Alfalfa, sun drying","2017 ADD",""
"115114","Almond hulling and shelling","NAICS MANUAL",""
"115114","Banana ripening","NAICS MANUAL",""
"115114","Bean cleaning","NAICS MANUAL",""
"115114","Corn drying","NAICS MANUAL",""
"115114","Corn shelling","NAICS MANUAL",""
"115114","Crop cleaning","NAICS MANUAL",""
"115114","Decorticating flax","NAICS MANUAL",""
"115114","Delinting cottonseed","NAICS MANUAL",""
"115114","Filbert hulling and shelling","NAICS MANUAL",""
"115114","Fruit precooling","NAICS MANUAL",""
"115114","Fruit sorting, grading, and packing","NAICS MANUAL",""
"115114","Fruit, sun drying","NAICS MANUAL",""
"115114","Fruit, vacuum cooling","NAICS MANUAL",""
"115114","Fumigating grain","NAICS MANUAL",""
"115114","Grain cleaning","NAICS MANUAL",""
"115114","Grain drying","NAICS MANUAL",""
"115114","Grain fumigation","NAICS MANUAL",""
"115114","Grain grinding (except custom grinding for animal feed)","NAICS MANUAL",""
"115114","Hulling and shelling of nuts","NAICS MANUAL",""
"115114","Irradiation of fruits and vegetables","NAICS MANUAL",""
"115114","Nut hulling and shelling","NAICS MANUAL",""
"115114","Packaging fresh or farm-dried fruits and vegetables","NAICS MANUAL",""
"115114","Packing fruits and vegetables","NAICS MANUAL",""
"115114","Peanut shelling","NAICS MANUAL",""
"115114","Pecan hulling and shelling","NAICS MANUAL",""
"115114","Potato curing","NAICS MANUAL",""
"115114","Retting flax","NAICS MANUAL",""
"115114","Rice drying","NAICS MANUAL",""
"115114","Seed cleaning","NAICS MANUAL",""
"115114","Seed processing, post-harvest for propagation","NAICS MANUAL",""
"115114","Sorting, grading, cleaning, and packing of fruits and vegetables","NAICS MANUAL",""
"115114","Sun drying of dates, prunes, raisins, and olives","NAICS MANUAL",""
"115114","Sun drying of fruits and vegetables","NAICS MANUAL",""
"115114","Sun drying of tomatoes","NAICS MANUAL",""
"115114","Sweet potato curing","NAICS MANUAL",""
"115114","Tobacco grading","NAICS MANUAL",""
"115114","Vegetable precooling","NAICS MANUAL",""
"115114","Vegetable sorting, grading, and packing","NAICS MANUAL",""
"115114","Vegetable sun drying","NAICS MANUAL",""
"115114","Vegetable vacuum cooling","NAICS MANUAL",""
"115114","Walnut hulling and shelling","NAICS MANUAL",""
"115114","Waxing, fruits or vegetables","NAICS MANUAL",""
"115115","Agriculture production or harvesting crews","NAICS MANUAL",""
"115115","Crew leaders, farm labor","NAICS MANUAL",""
"115115","Farm labor contractors","NAICS MANUAL",""
"115115","Labor contractors, farm","NAICS MANUAL",""
"115116","Farm management services","NAICS MANUAL",""
"115116","Management services, farm","NAICS MANUAL",""
"115210","Animal semen banks","NAICS MANUAL",""
"115210","Artificial insemination services for livestock","NAICS MANUAL",""
"115210","Artificial insemination services for pets","NAICS MANUAL",""
"115210","Boarding horses (except racehorses)","NAICS MANUAL",""
"115210","Branding","NAICS MANUAL",""
"115210","Breeding, animal, services","NAICS MANUAL",""
"115210","Bull testing stations","NAICS MANUAL",""
"115210","Cattle spraying","NAICS MANUAL",""
"115210","Cleaning poultry houses","NAICS MANUAL",""
"115210","Corralling, drovers","NAICS MANUAL",""
"115210","Dairy herd improvement associations","NAICS MANUAL",""
"115210","Equine boarding","NAICS MANUAL",""
"115210","Farriers","NAICS MANUAL",""
"115210","Hoof trimming","NAICS MANUAL",""
"115210","Horses (except racehorses), boarding","NAICS MANUAL",""
"115210","Horses, training (except racehorses)","NAICS MANUAL",""
"115210","Horseshoeing","NAICS MANUAL",""
"115210","Livestock breeding services (except consulting)","NAICS MANUAL",""
"115210","Livestock spraying","NAICS MANUAL",""
"115210","Milk testing for butterfat and milk solids","NAICS MANUAL",""
"115210","Pedigree (i.e., livestock, pets, poultry) record services","NAICS MANUAL",""
"115210","Poultry catching services","NAICS MANUAL",""
"115210","Reproductive flushing services for animals","NAICS MANUAL",""
"115210","Semen collection","NAICS MANUAL",""
"115210","Sheep dipping and shearing","NAICS MANUAL",""
"115210","Showing of cattle, hogs, sheep, goats, and poultry","NAICS MANUAL",""
"115210","Stud services","NAICS MANUAL",""
"115210","Training horses (except racehorses)","NAICS MANUAL",""
"115210","Vaccinating livestock (except by veterinarians)","NAICS MANUAL",""
"115310","Aerial forest mulching or seeding","2017 ADD",""
"115310","Cruising timber","NAICS MANUAL",""
"115310","Estimating timber","NAICS MANUAL",""
"115310","Fire prevention, forest","NAICS MANUAL",""
"115310","Firefighting, forest","NAICS MANUAL",""
"115310","Forest management plans preparation","NAICS MANUAL",""
"115310","Forest thinning","2017 ADD",""
"115310","Forestry services","NAICS MANUAL",""
"115310","Pest control services, forestry","NAICS MANUAL",""
"115310","Reforestation","NAICS MANUAL",""
"115310","Timber valuation","NAICS MANUAL",""
"211120","Crude petroleum lease condensate production","2017 ADD",""
"211120","Oil field development for own account","2017 ADD",""
"211120","Oil field exploration for own account","2017 ADD",""
"211120","Removal of crude petroleum by field gathering lines, except on a contract basis","2017 ADD",""
"211120","Stripper oil well production","2017 ADD",""
"211130","Butane, natural, mining","NAICS MANUAL","Direct"
"211130","Casing-head butane and propane production","NAICS MANUAL","Direct"
"211130","Condensate, cycle, natural gas production","NAICS MANUAL","Direct"
"211130","Cycle condensate production","NAICS MANUAL","Direct"
"211130","Ethane recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Fractionating natural gas liquids","NAICS MANUAL","Direct"
"211130","Gas field development for own account","2017 ADD",""
"211130","Gas field exploration for own account","2017 ADD",""
"211130","Gas, natural liquefied petroleum, extraction","NAICS MANUAL","Direct"
"211130","Gas, natural, liquids, extraction","NAICS MANUAL","Direct"
"211130","Gas, residue, extraction","NAICS MANUAL","Direct"
"211130","Gases, petroleum, liquefied, extraction","NAICS MANUAL","Direct"
"211130","Gasoline, natural, production","NAICS MANUAL","Direct"
"211130","Isobutane recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Isopentane recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Liquefied petroleum gases (LPG), natural","NAICS MANUAL","Direct"
"211130","Liquid hydrocarbons recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Liquids, natural gas (e.g., ethane, isobutane, natural gasoline, propane) recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Natural gas liquid lease condensate production","2017 ADD",""
"211130","Natural gas liquids (e.g., ethane, isobutane, natural gasoline, propane) recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Natural gasoline recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Oil line drip, natural gas liquid","NAICS MANUAL","Direct"
"211130","Petroleum gases, liquefied, recovering from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Propane recovered from oil and gas field gases","NAICS MANUAL","Direct"
"211130","Removal of natural gas liquids by field gathering lines, except on a contract basis","2017 ADD",""
"211130","Residue gas production","NAICS MANUAL","Direct"
"211130","Stripper gas well production","2017 ADD",""
"211130","Sulfur recovered from natural gas","NAICS MANUAL","Direct"
"212111","Bituminous coal and lignite surface mine site development for own account","NAICS MANUAL",""
"212111","Bituminous coal cleaning plants","NAICS MANUAL",""
"212111","Bituminous coal crushing","NAICS MANUAL",""
"212111","Bituminous coal or lignite beneficiating (e.g., cleaning, crushing, screening, washing)","NAICS MANUAL",""
"212111","Bituminous coal screening plants","NAICS MANUAL",""
"212111","Bituminous coal stripping (except on a contract, fee, or other basis)","NAICS MANUAL",""
"212111","Bituminous coal surface mining and/or beneficiating","NAICS MANUAL",""
"212111","Bituminous coal washeries","NAICS MANUAL",""
"212111","Brown coal mining and/or beneficiating","NAICS MANUAL",""
"212111","Cleaning plants, bituminous coal","NAICS MANUAL",""
"212111","Coal beneficiating plants, bituminous or lignite (surface or underground)","NAICS MANUAL",""
"212111","Coal, bituminous, beneficiating","NAICS MANUAL",""
"212111","Coal, brown, mining and/or beneficiating","NAICS MANUAL",""
"212111","Crushing plants, bituminous coal","NAICS MANUAL",""
"212111","Culm bank recovery, bituminous coal or lignite (except on a contract basis)","NAICS MANUAL",""
"212111","Lignite surface mining and/or beneficiating","NAICS MANUAL",""
"212111","Screening plants, bituminous coal or lignite","NAICS MANUAL",""
"212111","Semianthracite surface mining and/or beneficiating","NAICS MANUAL",""
"212111","Semibituminous coal surface mining and/or beneficiating","NAICS MANUAL",""
"212111","Strip mining, bituminous coal or lignite, on own account","NAICS MANUAL",""
"212111","Strip mining, lignite, on own account","NAICS MANUAL",""
"212111","Subbituminous coal surface mining and/or beneficiating","NAICS MANUAL",""
"212111","Tipple operation, bituminous coal mining and/or beneficiating","NAICS MANUAL",""
"212111","Washeries, bituminous coal or lignite","NAICS MANUAL",""
"212112","Bituminous coal underground mine site development for own account","NAICS MANUAL",""
"212112","Bituminous coal underground mining or mining and beneficiating","NAICS MANUAL",""
"212112","Coal, bituminous, underground mining or mining and beneficiating","NAICS MANUAL",""
"212112","Semianthracite underground mining or mining and beneficiating","NAICS MANUAL",""
"212112","Semibituminous coal underground mining or mining and beneficiating","NAICS MANUAL",""
"212112","Subbituminous coal underground mining or mining and beneficiating","NAICS MANUAL",""
"212113","Anthracite beneficiating (e.g., crushing, screening, washing, cleaning, sizing)","NAICS MANUAL",""
"212113","Anthracite mining and/or beneficiating","NAICS MANUAL",""
"212113","Breakers, anthracite mining and/or beneficiating","NAICS MANUAL",""
"212113","Cleaning plants, anthracite coal","NAICS MANUAL",""
"212113","Coal beneficiating plants, anthracite","NAICS MANUAL",""
"212113","Coal, anthracite, mining and/or beneficiating","NAICS MANUAL",""
"212113","Culm bank recovery, anthracite (except on a contract basis)","NAICS MANUAL",""
"212113","Hard coal (i.e., anthracite) surface mining","NAICS MANUAL",""
"212113","Hard coal (i.e., anthracite) underground mining","NAICS MANUAL",""
"212113","Pennsylvania anthracite mining and/or beneficiating","NAICS MANUAL",""
"212113","Preparation plants, anthracite","NAICS MANUAL",""
"212113","Screening plants, anthracite","NAICS MANUAL",""
"212113","Strip mining, anthracite, on own account","NAICS MANUAL",""
"212113","Washeries, anthracite","NAICS MANUAL",""
"212210","Agglomerates, iron ore, beneficiating","NAICS MANUAL",""
"212210","Briquets, iron, mining and/or beneficiating","NAICS MANUAL",""
"212210","Brown ore mining and/or beneficiating","NAICS MANUAL",""
"212210","Hematite mining and/or beneficiating","NAICS MANUAL",""
"212210","Iron ore (e.g., hematite, magnetite, siderite, taconite) mining and/or beneficiating","NAICS MANUAL",""
"212210","Iron ore agglomerates mining and/or beneficiating","NAICS MANUAL",""
"212210","Iron ore beneficiating plants (e.g., agglomeration, sintering)","NAICS MANUAL",""
"212210","Iron ore mine site development for own account","NAICS MANUAL",""
